#{"t_start": 1646376119.036609, "env_id": "HummingbirdHoverTaskEnvPPO-v3"}
r,l,t
985.310775,1000,27552.578538
999.274652,1000,27572.711143
999.298755,1000,27594.050452
999.243462,1000,27614.181666
999.291549,1000,27635.540197
966.25162,1000,27655.652009
999.307618,1000,27677.014578
993.253704,1000,27697.124852
999.266596,1000,27718.464467
987.226502,1000,27738.557364
999.284841,1000,27760.008893
999.253692,1000,27780.149935
999.226944,1000,27801.6596
991.75962,1000,27821.768254
981.229878,1000,27843.190469
995.727385,1000,27863.32051
986.125835,1000,27884.67146
999.25447,1000,27904.791697
999.22702,1000,27926.192533
975.670606,1000,27946.334462
997.735357,1000,27967.755421
987.215425,1000,27987.856268
999.245699,1000,28009.217292
996.725301,1000,28029.317469
996.76309,1000,28050.857319
999.240133,1000,28070.968005
999.241662,1000,28092.408756
984.760402,1000,28112.529277
999.252418,1000,28134.011247
999.274331,1000,28154.120131
999.254627,1000,28175.482738
984.263955,1000,28195.581987
987.243512,1000,28217.015286
999.250996,1000,28237.156679
999.284172,1000,28258.536308
999.300032,1000,28278.66818
994.726792,1000,28300.069235
999.230653,1000,28320.19937
999.25695,1000,28341.649637
999.292276,1000,28361.761001
985.185388,1000,28383.240248
979.729973,1000,28403.381889
970.727515,1000,28423.543003
999.259748,1000,28445.052967
996.223227,1000,28465.14464
992.772937,1000,28486.594607
992.206926,1000,28506.68517
999.290864,1000,28527.997416
999.279991,1000,28548.127057
999.289811,1000,28569.427325
999.239695,1000,28589.509342
999.20998,1000,28610.881263
995.729854,1000,28630.999917
989.690871,1000,28652.40173
999.213246,1000,28672.501333
977.189736,1000,28693.812344
991.252063,1000,28713.925884
988.175944,1000,28735.292812
980.186133,1000,28755.374971
999.222026,1000,28776.69609
999.233974,1000,28796.797106
998.243456,1000,28818.32834
996.251883,1000,28838.458597
971.234789,1000,28859.878733
972.680927,1000,28879.960604
999.213053,1000,28901.410936
999.274411,1000,28921.530465
991.683261,1000,28942.973338
999.251381,1000,28963.061814
980.216927,1000,28984.376218
999.267793,1000,29004.486429
999.244459,1000,29025.796158
996.747761,1000,29045.886723
980.73888,1000,29067.337376
999.243022,1000,29087.476575
999.235641,1000,29108.789765
987.189519,1000,29128.91983
987.685733,1000,29150.299655
999.221852,1000,29170.402592
999.294896,1000,29191.763931
996.759948,1000,29211.851932
994.769699,1000,29233.273868
964.165633,1000,29253.423006
995.684363,1000,29274.763227
987.727773,1000,29294.865457
999.225007,1000,29314.97775
995.253623,1000,29336.377295
983.133664,1000,29356.487049
996.229517,1000,29377.909435
999.2689,1000,29398.009014
999.241656,1000,29419.35976
999.188292,1000,29439.492713
972.682341,1000,29460.823025
999.250057,1000,29480.913831
961.615781,1000,29502.264122
999.267689,1000,29522.375342
997.716207,1000,29543.674435
999.17802,1000,29563.774472
996.681617,1000,29585.207036
996.698357,1000,29605.286651
999.200023,1000,29626.628748
999.200943,1000,29646.758366
999.243731,1000,29668.100414
999.199844,1000,29688.22092
982.230922,1000,29709.631867
999.19015,1000,29729.73225
949.671705,1000,29751.234085
998.197351,1000,29771.345092
989.636046,1000,29792.695892
999.163118,1000,29812.83555
999.199132,1000,29834.208607
999.223475,1000,29854.337044
999.209482,1000,29875.70822
985.13642,1000,29895.868645
999.227192,1000,29917.198503
999.192233,1000,29937.309498
999.222809,1000,29958.681758
994.169855,1000,29978.809475
976.11709,1000,30000.324805
979.645885,1000,30020.443244
995.136605,1000,30041.99292
992.696521,1000,30062.086386
999.202309,1000,30083.425403
967.565688,1000,30103.547836
999.235215,1000,30124.926124
987.647257,1000,30144.987926
995.66658,1000,30166.489587
972.603657,1000,30186.592203
983.623784,1000,30206.710314
988.629139,1000,30228.058295
-1.018276,170,30231.551974
-100,1,30231.672628
993.647148,1000,30253.004182
999.116734,1000,30273.133378
977.642821,1000,30294.523987
719.640688,845,30311.524196
10,1,30311.634385
988.13593,1000,30331.724158
992.135171,1000,30353.12541
999.151223,1000,30373.224878
996.19165,1000,30394.697155
979.163146,1000,30414.807464
999.261395,1000,30436.207853
-39.829427,102,30438.377743
-100,1,30438.51939
999.159003,1000,30458.620108
798.478481,930,30478.661706
-100,1,30478.771789
435.736622,588,30490.696958
-5.338242,137,30493.608218
-100,1,30493.729362
999.21702,1000,30515.158692
999.217458,1000,30535.25862
500.846697,619,30547.744078
-100,1,30547.854676
193.472238,328,30555.830037
-100,1,30555.9408
999.155935,1000,30576.05127
670.493334,814,30593.670011
999.159072,1000,30613.780638
979.220879,1000,30635.111812
994.678716,1000,30655.202231
66.77025,244,30660.153668
999.176385,1000,30681.544141
190.974915,341,30688.498241
-100,1,30688.607559
991.692252,1000,30708.709201
-55.768614,81,30710.487909
-100,1,30710.610565
999.24909,1000,30731.930766
999.266389,1000,30752.071569
993.600731,1000,30773.422504
999.208533,1000,30793.551998
-34.854479,106,30795.764333
-100,1,30795.895643
999.185095,1000,30817.195681
999.199747,1000,30837.325805
963.535559,1000,30858.728299
999.262815,1000,30878.809163
999.233188,1000,30900.289324
999.227949,1000,30920.408526
-43.874408,105,30922.630483
-56.328093,82,30924.410311
988.649391,1000,30945.742496
999.184433,1000,30965.832345
999.283941,1000,30987.185631
999.253872,1000,31007.287069
989.182688,1000,31028.694237
984.187269,1000,31048.824854
992.193274,1000,31070.178134
988.093284,1000,31090.287599
999.201877,1000,31111.639169
987.056265,1000,31131.727662
999.21398,1000,31153.080069
997.215746,1000,31173.201878
999.222262,1000,31194.669906
792.405094,929,31213.351303
981.740235,1000,31234.692158
-33.382748,119,31237.204071
-100,1,31237.335006
999.29975,1000,31257.434423
999.285141,1000,31278.823789
999.188364,1000,31298.905256
976.682271,1000,31320.205157
999.206512,1000,31340.314587
991.671997,1000,31361.726626
987.227413,1000,31381.827756
971.133059,1000,31403.1592
999.265569,1000,31423.299251
975.677104,1000,31444.639573
999.268786,1000,31464.741422
993.688386,1000,31486.241797
995.721517,1000,31506.33228
994.749847,1000,31527.822602
977.703455,1000,31547.98534
999.255064,1000,31568.124025
986.762272,1000,31589.514402
990.233501,1000,31609.637142
999.32987,1000,31631.006342
999.2194,1000,31651.138899
999.201666,1000,31672.638227
978.169973,1000,31692.807755
994.220309,1000,31714.269179
-27.774563,103,31716.422012
-100,1,31716.540571
979.66124,1000,31736.642401
996.221871,1000,31758.111784
999.217709,1000,31778.222599
999.204856,1000,31799.623486
999.27486,1000,31819.764811
999.137639,1000,31841.163373
989.223833,1000,31861.246525
987.687796,1000,31882.616455
978.196615,1000,31902.727264
999.231897,1000,31924.078239
999.217404,1000,31944.190698
984.769383,1000,31965.490427
990.748546,1000,31985.572325
994.715494,1000,32006.9522
999.251329,1000,32027.072645
977.738067,1000,32048.454866
999.257081,1000,32068.644098
208.961997,358,32075.895421
999.254693,1000,32097.338471
999.229463,1000,32117.448847
985.741264,1000,32138.779052
999.292753,1000,32158.88944
999.232088,1000,32180.213955
984.212979,1000,32200.352515
999.222432,1000,32221.764455
-15.822647,118,32224.213859
980.741443,1000,32244.344914
999.279565,1000,32265.699007
999.240487,1000,32285.786208
999.229383,1000,32307.11886
992.684661,1000,32327.229486
986.171665,1000,32348.610009
999.249067,1000,32368.69037
999.259579,1000,32390.101542
999.277402,1000,32410.241287
999.261029,1000,32431.579909
999.227763,1000,32451.682582
999.279864,1000,32473.024823
979.086246,1000,32493.154516
989.249881,1000,32514.504505
996.230269,1000,32534.616804
999.241755,1000,32556.166091
999.232746,1000,32576.28881
999.232549,1000,32597.736499
985.157999,1000,32617.867862
998.187123,1000,32639.380835
999.230763,1000,32659.479575
999.261908,1000,32680.792917
999.255081,1000,32700.901543
999.308476,1000,32722.262882
999.205156,1000,32742.385014
999.294978,1000,32763.684939
999.214805,1000,32783.805423
999.304057,1000,32805.196097
999.244995,1000,32825.3081
999.229395,1000,32846.680046
973.727624,1000,32866.819091
979.09923,1000,32888.167898
995.736099,1000,32908.301083
999.302956,1000,32929.690996
999.309504,1000,32949.802293
999.225472,1000,32969.954021
999.188288,1000,32991.293591
999.289122,1000,33011.43532
999.28166,1000,33032.765109
978.71471,1000,33052.865359
990.279628,1000,33074.33746
999.261225,1000,33094.439175
999.237179,1000,33115.787282
973.248611,1000,33135.939534
991.705201,1000,33157.360726
999.233889,1000,33177.479432
999.212818,1000,33198.80286
999.295751,1000,33218.952451
996.25431,1000,33240.413487
999.246737,1000,33260.492338
999.308953,1000,33281.943748
969.581371,1000,33302.074206
952.031602,1000,33323.456949
995.201449,1000,33343.577322
999.169615,1000,33364.939093
999.13477,1000,33385.037732
136.354262,298,33391.080441
-100,1,33391.201531
999.276547,1000,33412.72403
999.283479,1000,33432.833799
978.624994,1000,33454.284894
73.450871,225,33458.899035
964.178581,1000,33479.058381
999.210811,1000,33500.449217
999.1875,1000,33520.537982
982.732731,1000,33541.91958
977.648151,1000,33562.031129
999.304215,1000,33583.400623
999.272221,1000,33603.504199
999.22039,1000,33624.852943
984.22541,1000,33644.944345
999.241527,1000,33666.264935
984.769516,1000,33686.37507
999.223757,1000,33707.74773
999.230094,1000,33727.846405
991.176445,1000,33749.178134
999.287096,1000,33769.278998
999.345549,1000,33790.63087
999.277597,1000,33810.74095
999.287622,1000,33832.191525
957.754684,1000,33852.324163
999.318606,1000,33873.772265
998.239689,1000,33893.91264
999.233699,1000,33915.296859
999.357277,1000,33935.426044
999.324986,1000,33956.836726
999.252928,1000,33976.92642
995.786023,1000,33998.257786
999.319117,1000,34018.398172
976.774869,1000,34039.729713
999.348351,1000,34059.829854
999.299359,1000,34081.248855
999.3722,1000,34101.341897
999.288135,1000,34122.701544
999.341966,1000,34142.793629
999.357015,1000,34164.164662
999.291291,1000,34184.303199
999.276851,1000,34205.632412
968.743039,1000,34225.754488
999.32274,1000,34247.123799
997.346018,1000,34267.225751
999.310412,1000,34288.581859
989.315039,1000,34308.678052
999.333937,1000,34328.796948
986.804312,1000,34350.230733
999.321908,1000,34370.369117
999.321583,1000,34391.691239
999.322235,1000,34411.8218
990.794047,1000,34433.24094
993.828927,1000,34453.330086
999.309147,1000,34474.743636
999.354278,1000,34494.873622
999.326803,1000,34516.294617
999.370546,1000,34536.405133
999.349993,1000,34557.936864
999.352218,1000,34578.077001
999.301632,1000,34599.45812
999.273277,1000,34619.577434
999.297326,1000,34640.869082
999.291387,1000,34660.969897
999.330265,1000,34682.310796
999.366641,1000,34702.440828
999.340148,1000,34723.801873
999.302788,1000,34743.921802
999.331486,1000,34765.312843
997.796875,1000,34785.413159
999.303791,1000,34806.775038
999.337132,1000,34826.905602
999.369522,1000,34848.267772
999.24761,1000,34868.385513
971.222452,1000,34889.68986
999.285808,1000,34909.798416
999.289421,1000,34931.257328
980.703218,1000,34951.377186
984.768952,1000,34972.721384
999.293036,1000,34992.83304
955.194221,1000,35014.310085
999.248391,1000,35034.439814
999.260345,1000,35055.772852
999.31517,1000,35075.864144
977.715485,1000,35097.211952
999.278627,1000,35117.333306
970.166152,1000,35138.84496
999.252309,1000,35158.956925
999.316037,1000,35179.074511
992.249824,1000,35200.47727
999.326564,1000,35220.597977
999.286011,1000,35242.116519
999.347003,1000,35262.218932
975.713821,1000,35283.588664
999.26089,1000,35303.667656
999.286276,1000,35325.020386
977.153551,1000,35345.13046
999.265096,1000,35366.582402
984.242352,1000,35386.741331
999.252742,1000,35408.123141
999.193119,1000,35428.240822
-44.412119,106,35430.481974
-100,1,35430.593879
999.248254,1000,35451.985407
999.204255,1000,35472.128016
995.783893,1000,35493.535922
999.252287,1000,35513.668465
996.241282,1000,35535.040169
999.238744,1000,35555.148114
980.738006,1000,35576.521202
999.249501,1000,35596.609142
970.207978,1000,35618.072616
979.707858,1000,35638.18206
999.245428,1000,35659.582629
999.179353,1000,35679.68355
999.232655,1000,35701.145105
999.231412,1000,35721.25383
963.119921,1000,35742.667455
999.257551,1000,35762.768505
999.242372,1000,35784.287943
999.241079,1000,35804.38758
999.264236,1000,35825.74723
975.238705,1000,35845.840611
999.221848,1000,35867.341045
996.224063,1000,35887.453392
999.253243,1000,35908.960846
999.241061,1000,35929.083382
999.206661,1000,35950.47348
999.172958,1000,35970.573747
999.227895,1000,35991.94375
999.228463,1000,36012.048046
999.246749,1000,36033.40888
999.248824,1000,36053.518018
981.223719,1000,36074.939174
989.654589,1000,36095.018899
999.221895,1000,36116.409023
999.227882,1000,36136.490743
999.236303,1000,36156.600903
963.623585,1000,36178.099361
999.21581,1000,36198.223467
999.269689,1000,36219.6819
972.14655,1000,36239.762408
994.2541,1000,36261.172273
999.211139,1000,36281.275565
999.255527,1000,36302.627909
972.224115,1000,36322.804996
999.270825,1000,36344.208961
991.212411,1000,36364.319623
982.219822,1000,36385.709285
998.20834,1000,36405.809478
999.263355,1000,36427.212081
999.256677,1000,36447.301498
982.193492,1000,36468.703142
999.292151,1000,36488.802589
991.195867,1000,36510.172995
999.255083,1000,36530.266945
999.231418,1000,36551.70596
999.253439,1000,36571.837924
999.224437,1000,36593.366938
999.259613,1000,36613.4474
999.237316,1000,36634.848167
972.723372,1000,36654.97838
985.171539,1000,36676.390093
985.238534,1000,36696.570392
976.664403,1000,36718.022075
999.226737,1000,36738.132684
999.222556,1000,36759.522017
992.159374,1000,36779.624525
993.203446,1000,36801.012972
999.244335,1000,36821.146609
993.204793,1000,36842.558217
999.283229,1000,36862.694884
999.219143,1000,36884.108823
994.7002,1000,36904.238259
998.74108,1000,36925.580674
999.24563,1000,36945.71011
999.304312,1000,36967.109255
990.234964,1000,36987.233025
999.23784,1000,37008.580227
998.154475,1000,37028.704271
995.689675,1000,37048.822562
991.723985,1000,37070.185636
999.212243,1000,37090.254442
981.633482,1000,37111.627403
981.641403,1000,37131.756733
994.196187,1000,37153.298046
996.128385,1000,37173.414932
999.177756,1000,37194.759105
985.73693,1000,37214.868019
999.201099,1000,37236.277141
999.189131,1000,37256.390467
975.668836,1000,37277.809975
973.107143,1000,37297.93399
999.255241,1000,37319.341701
977.119075,1000,37339.483091
991.661677,1000,37360.801274
959.119294,1000,37380.883854
999.211629,1000,37402.286
947.071093,1000,37422.434126
999.24189,1000,37443.767292
990.727217,1000,37463.908087
978.647668,1000,37485.319874
999.236711,1000,37505.429197
973.645734,1000,37526.769642
999.261801,1000,37546.863654
999.196817,1000,37568.240839
999.163711,1000,37588.366266
999.238871,1000,37609.773649
986.709638,1000,37629.886708
999.185734,1000,37651.366953
999.19672,1000,37671.466744
978.667143,1000,37692.797583
999.212416,1000,37712.91836
991.748637,1000,37734.380745
986.206435,1000,37754.488914
999.263001,1000,37775.912387
999.122763,1000,37796.001396
991.212509,1000,37817.361843
991.757193,1000,37837.4858
999.224857,1000,37858.844719
999.21429,1000,37878.964068
981.117982,1000,37900.505033
982.724506,1000,37920.625745
986.107368,1000,37940.756532
996.709194,1000,37962.08695
999.226606,1000,37982.178291
990.716504,1000,38003.520192
999.253515,1000,38023.639511
999.227818,1000,38045.108315
999.212411,1000,38065.250243
990.115383,1000,38086.582094
991.742295,1000,38106.692446
996.154551,1000,38128.043893
999.241946,1000,38148.193676
997.756709,1000,38169.603995
999.244769,1000,38189.744931
994.692606,1000,38211.087647
999.192618,1000,38231.177121
999.171501,1000,38252.547308
994.244632,1000,38272.668973
999.222917,1000,38294.019407
999.184213,1000,38314.140731
994.707291,1000,38335.582333
999.210705,1000,38355.681294
999.218067,1000,38377.192354
984.708176,1000,38397.314411
976.158443,1000,38418.754299
993.684357,1000,38438.825155
991.713313,1000,38460.217373
985.717118,1000,38480.297695
999.244001,1000,38501.60886
994.69684,1000,38521.717674
987.194251,1000,38543.039758
960.633266,1000,38563.181186
990.671241,1000,38584.609646
985.180596,1000,38604.712962
999.170643,1000,38626.21131
993.203745,1000,38646.28566
999.204847,1000,38667.714081
959.641359,1000,38687.844061
999.225957,1000,38709.184809
987.692111,1000,38729.285367
999.232431,1000,38750.648673
984.692786,1000,38770.747011
990.65836,1000,38792.066319
964.151309,1000,38812.158241
999.239818,1000,38832.289479
984.138229,1000,38853.692353
999.240543,1000,38873.820224
999.212318,1000,38895.132053
987.203505,1000,38915.23245
986.148533,1000,38936.58187
999.272971,1000,38956.672783
988.714396,1000,38978.097488
999.235698,1000,38998.184757
990.728716,1000,39019.636111
999.225098,1000,39039.797071
997.705631,1000,39061.127974
999.216546,1000,39081.208785
998.208212,1000,39102.560055
997.165377,1000,39122.670283
980.669663,1000,39143.988886
999.20522,1000,39164.112323
982.183965,1000,39185.581203
993.254074,1000,39205.692935
999.271492,1000,39227.113013
999.269353,1000,39247.213494
984.682919,1000,39268.553398
998.251399,1000,39288.636793
999.234529,1000,39310.048792
999.241108,1000,39330.169538
999.214893,1000,39351.549946
999.223424,1000,39371.649742
983.150727,1000,39393.089875
999.251106,1000,39413.191448
999.208053,1000,39434.610081
965.133209,1000,39454.752048
999.202049,1000,39476.113465
999.233809,1000,39496.241136
981.684187,1000,39517.754784
991.232262,1000,39537.886203
990.176548,1000,39559.226918
986.681194,1000,39579.308579
999.245037,1000,39600.766395
988.199012,1000,39620.887523
984.138921,1000,39642.317909
979.599404,1000,39662.450129
982.121893,1000,39683.790488
976.656806,1000,39703.931633
986.687043,1000,39724.032769
999.259383,1000,39745.353582
999.228339,1000,39765.453593
999.189335,1000,39786.82284
970.697422,1000,39806.931852
999.173922,1000,39828.365308
999.236921,1000,39848.483565
977.174076,1000,39869.846439
982.65454,1000,39889.928941
999.19924,1000,39911.347276
983.711361,1000,39931.4496
999.245222,1000,39952.831777
990.238805,1000,39972.911397
998.224674,1000,39994.281875
999.238899,1000,40014.420669
999.212316,1000,40035.824387
984.68659,1000,40055.962282
986.698956,1000,40077.314508
999.159729,1000,40097.443741
977.673116,1000,40119.787884
999.242373,1000,40139.938275
993.728394,1000,40161.819481
999.250449,1000,40181.928172
999.218138,1000,40203.929422
987.675827,1000,40224.061042
999.208,1000,40245.871533
981.692268,1000,40265.979095
961.123933,1000,40287.922938
981.187447,1000,40308.053787
969.170703,1000,40329.923258
988.188409,1000,40350.043538
984.213839,1000,40371.934965
991.67696,1000,40392.035538
995.731038,1000,40413.896857
999.256651,1000,40434.037405
999.264823,1000,40455.916281
989.167345,1000,40476.027246
994.228046,1000,40497.898367
967.183484,1000,40518.040373
994.712743,1000,40539.897745
980.685538,1000,40559.989553
973.122325,1000,40581.86925
999.179896,1000,40601.971601
999.242274,1000,40622.101689
999.219145,1000,40643.990472
996.158076,1000,40664.111611
999.246122,1000,40685.972635
970.659208,1000,40706.091208
995.229087,1000,40727.972677
985.19445,1000,40748.072684
999.224985,1000,40769.946066
999.212674,1000,40790.075079
997.207501,1000,40812.085182
987.689568,1000,40832.195691
999.247647,1000,40854.097636
966.186465,1000,40874.236507
999.196115,1000,40896.168402
996.183298,1000,40916.277196
999.224746,1000,40938.198716
995.732844,1000,40958.329075
977.662669,1000,40980.269192
996.659588,1000,41000.361659
996.241428,1000,41022.219733
971.674853,1000,41042.351634
999.190588,1000,41064.411833
999.227413,1000,41084.511571
992.712729,1000,41106.463718
996.73483,1000,41126.594137
996.733955,1000,41148.483712
998.234261,1000,41168.584069
999.236819,1000,41190.524538
957.134826,1000,41210.623808
977.721428,1000,41232.7658
995.728491,1000,41252.906458
996.224481,1000,41274.868648
963.181235,1000,41294.968831
997.194642,1000,41317.069064
999.246778,1000,41337.178064
999.221334,1000,41359.018671
984.680168,1000,41379.138497
999.209664,1000,41401.162375
998.235012,1000,41421.289002
983.1909,1000,41443.121678
982.691564,1000,41463.253556
988.208823,1000,41483.390565
977.183569,1000,41505.353567
999.227929,1000,41525.47504
992.175581,1000,41547.354608
984.200919,1000,41567.51342
988.686382,1000,41589.424475
997.213753,1000,41609.525884
978.158757,1000,41631.417798
997.181615,1000,41651.545889
999.234289,1000,41673.656179
999.240626,1000,41693.756302
999.262906,1000,41715.850087
999.26116,1000,41735.998606
